Period;Seller;SKU;Revenue;Sales;Balance;Turnover days;Base price;Basic Sale;Basic Sale Price;Price with WB wallet;Comments;Days in website;Search cpm avg
ноя;ИП Максатбеккызы;461684975;0;0;0;0;4500;56;3207;3207;12;398;0
ноя;ИП Малачилов Ш А;531748709;0;0;0;0;6250;156;2837;2837;0;1326;0
ноя;ИП Малютина С А;6591943091;0;0;0;0;59110;927;36703;36703;1;1355;0
ноя;ИП Манукян Д И;210493563;0;0;0;0;3300;44;1817;1817;0;289;0
ноя;ИП Манхэттан;338288013;0;0;0;0;6500;50;4864;4864;0;1006;0
ноя;ИП Маратович;264153718;16885;14;0;0;7000;83;1176;1176;1;52;0
ноя;ИП Мари;3544670231;250730;157;91;10;31420;535;20033;20033;30;2685;0
ноя;ИП Матевосян В С;1044881224;0;0;0;0;18586;194;9419;9419;0;301;0
ноя;ИП Мери;2288028695;0;0;7;-1;19290;336;12771;12771;3;2088;0
ноя;ИП Мирзамагомедова У Г;676164658;0;0;0;0;8220;197;2748;2748;5;674;0
ноя;ИП Мирзоев К Г;228115472;0;0;0;0;1990;31;1373;1373;0;213;0
ноя;ИП Мирохин Евгений Антонович;5565704871;1050;3;1;6;69108;1195;35336;35336;43;5485;0
ноя;ИП Морозова Е А;731607163;1533;1;28;88;8000;153;3818;3818;88;390;0
ноя;ИП Муртазалиев И С;21663790060;158188;125;3;26;230120;2066;174772;174772;1733;12895;300
ноя;ИП Мус;454680557;972;1;0;0;3073;68;2015;2015;4;434;0
ноя;ИП Мялкина Т В;196691576;0;0;0;0;2000;31;1380;1380;0;350;0
ноя;ИП Назар;1727566521;6908;4;1;-1;30590;523;12099;12099;68;3323;0
ноя;ИП Накипова З М;337992680;0;0;0;0;3700;96;1935;1935;1;993;0
ноя;ИП Нур Дин;227511667;0;0;0;0;1500;25;1122;1122;2;216;0
ноя;ИП Нуридинова З Н;5827670872;0;0;1;-1;107500;1479;37969;37969;0;2403;0
ноя;ИП Объедкова;266018448;327;1;0;0;700;57;297;297;0;58;350
ноя;ИП Олизко Е Б;1380004825;94274;197;326;670;15953;362;8370;8370;1492;3646;0
ноя;ИП Омарова;1334422810;1224;1;2;7;19000;295;7447;7447;257;324;0
ноя;ИП Оригинальная Корейская Косметика;222017688;0;0;0;0;980;31;676;676;0;239;0
ноя;ИП Орусхановна;1111096144;3590;5;0;0;7000;124;5025;5025;25;141;450
ноя;ИП Павловский В Ю;1696245521;41170;30;10;33;28770;462;13768;13768;575;3536;0
ноя;ИП Пантелюк И С;6066315438;0;0;0;0;146779;779;94012;94012;0;611;0
ноя;ИП Петровский;544848971;0;0;0;0;3900;87;2017;2017;0;70;0
ноя;ИП Попов О А;238462558;0;0;0;0;3000;65;1035;1035;427;158;0
ноя;ИП Порхало Ю В;3968383889;0;0;0;0;54843;744;24770;24770;0;246;0
ноя;ИП Пшигоцкая Д А;360432594;0;0;0;0;4740;83;2767;2767;1;803;0
ноя;ИП Рабаданов М З;5454193788;2216;2;0;0;44325;800;29339;29339;8;5188;0
ноя;ИП Рамазанова Ш А;796966898;0;0;0;0;5900;100;4428;4428;0;1284;0
ноя;ИП Рашидов М К;7345390716;13768;11;3;0;133700;2161;42331;42331;460;7980;0
ноя;ИП Роман;6040075168;26633;22;238;-3;48947;871;29654;29654;8194;1776;0
ноя;ИП Рудов А Н;784249388;0;0;0;0;6650;168;2910;2910;0;134;0
ноя;ИП Рума;2408491547;0;0;0;0;22950;442;11533;11533;105;534;0
ноя;ИП Рыбалко А Б;3400347579;15275;25;48;290;26769;675;13750;13750;143;1774;0
ноя;ИП Садуакас;1288296779;1813;1;1;22;8786;60;7632;7632;1599;492;0
ноя;ИП Салихов А С;21499325866;19430;13;1;2;173264;3595;102903;100264;601;14971;0
ноя;ИП Салихова К А;8729981320;2196;2;0;0;70530;1494;41474;41474;5;6519;0
ноя;ИП Сани;492477692;0;0;0;0;5080;108;2312;2312;0;259;0
ноя;ИП Седова Т Н;3952134904;262411;201;369;1640;37250;584;22470;22470;79;958;0
ноя;ИП Селимханов Т Т;1709771621;0;0;0;0;14400;300;8138;8138;1;970;0
ноя;ИП Сембекова;224349754;717;1;0;0;1340;51;656;656;0;228;0
ноя;ИП Сервис Плюс;2672773257;1001;1;0;0;26760;515;12640;12640;334;602;0
ноя;ИП Серманизова;1519984702;0;0;0;0;25300;159;19622;19622;4;3073;0
ноя;ИП Сорокин Александр Игоревич;5308943045;2242906;1648;1379;1800;61011;1115;29193;29193;4862;4031;6801
ноя;ИП Студилко А А;2616700456;0;0;0;0;4965;210;3726;3726;0;45;0
ноя;ИП Сухарина А С;1494600312;1202241;979;733;229;18000;355;7261;7261;3588;381;1034
ноя;ИП Сымбат;2294386428;0;0;0;0;21000;149;17310;17310;0;880;0
ноя;ИП Талдонов А Г;5894029462;0;0;0;0;70406;1231;43849;43849;14;15473;0
ноя;ИП Талдонов В А;5895239572;0;0;0;0;71053;1231;44247;44247;2;15418;0
ноя;ИП Талдонова В В;5792248834;0;0;0;0;68783;1194;42836;42836;2;14272;0
ноя;ИП Талдонова О А;5816543486;0;0;0;0;68145;1194;42439;42439;11;14201;0
ноя;ИП Талипов И М;427573767;0;0;0;0;4000;88;2207;2207;3;548;0
ноя;ИП Таштаева Ф Р;426942066;0;0;0;0;4380;115;1790;1790;0;545;0
ноя;ИП Темирбеков Д Т;581346603;0;0;0;0;7895;144;2179;2179;0;8;0
ноя;ИП Темирболат;486023646;0;0;0;0;4949;138;1518;1518;0;285;0
ноя;ИП Ткачук В Р;2066064919;0;0;0;0;26420;493;11728;11728;0;1485;0
ноя;ИП Трофимов А М;520394965;0;0;0;0;3080;38;2494;2494;0;137;0
ноя;ИП Трофимов А С;176884953;0;0;0;0;2800;73;753;753;3;425;0
ноя;ИП Тюфтина Т А;459627476;0;0;0;0;7958;92;4282;4282;0;387;0
ноя;ИП Тягулова;350903514;0;0;0;0;5660;95;2917;2917;2;907;0
ноя;ИП Умиралиева;821162961;0;0;0;0;5200;70;3923;3923;0;112;0
ноя;ИП Усукеева;3826200357;396349;225;22;7;29500;167;25670;25670;61;618;0
ноя;ИП Уткин П А;274441296;0;0;0;0;3990;43;2262;2262;0;30;0
ноя;ИП Файзы А Х;240097370;0;0;0;0;2500;23;1923;1923;0;156;0
ноя;ИП Хабибулаев С Г;2621436078;0;0;0;0;22500;510;12870;12477;0;3048;0
ноя;ИП Хаджиев И С;264617277;0;0;0;0;1990;19;1611;1611;0;25;0
ноя;ИП Халикова Р К;3298337341;3868;3;2;-1;35288;610;16770;16770;15;1332;0
ноя;ИП Хилоу Л А;268952774;0;0;0;0;2100;31;1449;1449;0;47;0
ноя;ИП Цой О;283001644;0;0;0;0;3000;59;1229;1229;0;16;0
ноя;ИП Цыба Алексей Игоревич;936611811;499223;424;428;143;11691;221;4880;4880;2164;791;200
ноя;ИП Черемных А В;484002104;0;0;0;0;5000;90;2762;2762;15;293;0
ноя;ИП Черникова Р В;2544881046;0;0;0;0;10330;302;6540;6540;0;150;0
ноя;ИП Чернявская Т А;110685644;0;0;0;0;1600;58;662;662;0;854;0
ноя;ИП Чобанян О С;4091503914;0;0;0;0;69560;950;27905;27905;1;1520;0
ноя;ИП Чупанов М М;5154218410;26223;20;3;0;44800;967;26727;26727;550;6520;0
ноя;ИП Чупанова Н Т;7444129643;0;0;0;0;53230;687;40794;40794;0;1697;0
ноя;ИП Шанкозова;482364561;42428;36;16;100;7406;136;2324;2324;15;286;0
ноя;ИП Шапиева Н Н;2758493475;0;0;0;0;92400;712;33786;33786;4;3627;0
ноя;ИП Шаталова Е Г;71895659;0;0;0;0;7000;55;3139;3139;0;975;0
ноя;ИП Шахрузат;228115348;0;0;0;0;1990;31;1373;1373;0;213;0
ноя;ИП Шелобанова Д Д;502585190;0;0;0;0;3410;97;1753;1753;0;225;0
ноя;ИП Широкородов В И;3670110178;26763;27;19;-1;53514;1111;18299;18299;849;4168;0
ноя;ИП Шихмагомедов Ш А;1332892987;0;0;0;0;14150;217;9760;9760;0;2627;0
ноя;ИП Шкуров И А;498565683;6689;5;0;0;7300;132;2467;2467;7;193;0
ноя;ИП Шувалова А В;326120102;0;0;0;0;5354;86;2996;2996;0;822;0
ноя;ИП Эсманов Илья Петрович;1697408541;476930;374;478;683;48631;813;12434;12434;1041;6275;646
ноя;ИП Яневская М Ю;288099788;0;0;0;0;2297;19;1860;1860;0;9;0
ноя;ИП Яневский Ю М;290689089;0;0;0;0;2297;19;1860;1860;0;5;0
ноя;ИП Янишевский;176326453;0;0;0;0;1500;54;683;683;10;446;0
ноя;Ильясов М. И.;1586557886;0;0;0;0;14683;248;10128;10128;0;2712;0
ноя;Ип Жаке;244524087;0;0;0;0;3500;79;730;708;0;137;0
ноя;Ип Жумахан;667061713;0;0;0;0;5791;148;2945;2945;0;715;0
ноя;Ип Ибраева;232355800;0;0;0;0;2000;64;703;703;0;193;0
ноя;Ислам Запирович Раджабов;877218579;0;0;0;0;7899;127;5372;5372;1;1004;0
ноя;К.а.а;5693829445;14326;8;3;32;54200;472;43459;43459;1815;4236;0
ноя;Косметика;178201730;0;0;0;0;1850;36;1174;1174;1;423;0
ноя;Красота Залог Успеха;1393582583;0;0;0;0;24100;430;6696;6696;2;1164;0
ноя;Куулар А.в.;731498781;0;0;0;0;6820;205;2120;2076;1;423;0
ноя;Кучумов Казиахмед Аличубанович;1739207131;5335;4;1;-1;12300;191;8916;8916;15;901;0
ноя;Лили;3888374224;3806;2;0;0;30398;285;24617;24617;7;1390;152
ноя;МБ;599581956;0;0;0;0;6550;93;4518;4518;0;976;0
ноя;МПГ;195404628;0;0;0;0;1680;31;1159;1159;0;357;0
ноя;Магомедов А.А;919796433;0;0;0;0;8700;76;7047;7047;2;820;0
ноя;Магомедов К.р.;530399433;0;0;0;0;6600;105;3104;3104;0;132;0
ноя;Магомедов Магомед Гаджимурадович;25882063372;0;0;5;-5;333910;2585;250141;250141;8;16865;0
ноя;Магомедова Саида Магомедовна;1093651103;950;1;0;0;14100;278;6285;6122;12;1266;0
ноя;Меджидов;12741410008;121127;65;30;91;162900;1670;117334;117334;4150;15954;850
ноя;Мукаилов Вагиф Бейбалаевич;586351910;0;0;0;0;20000;175;2430;2430;0;4;0
ноя;Муртузалиева Зубейдат Султановна;272587142;0;0;0;0;7000;75;1701;1701;1;39;0
ноя;Мутаев Арсланбек Магомедрасулович;231849684;2436;2;0;0;2200;47;1158;1158;2;195;0
ноя;НМ;1179410381;0;0;0;0;9365;201;5463;5463;152;678;0
ноя;НУР;1533037834;0;0;0;0;11100;259;6222;6222;5;588;0
ноя;Нагметова Айна Абдужелиловна;465247087;0;0;0;0;3400;92;1863;1863;0;359;0
ноя;Нуридинова Х.н.;3349813983;2459;1;0;0;60300;838;21189;21029;0;1184;0
ноя;ООО Амрус;9766421663;764872;450;258;523;168612;2177;80905;80905;1180;7192;0
ноя;ООО Бьюти Стар;7045480214;0;0;0;0;73071;1215;43212;43212;9;5460;0
ноя;ООО ДТС;4248373600;28237;28;2;3;60860;1249;37228;37228;5429;23826;0
ноя;ООО Джапандоставка;1573003476;0;0;1;-1;23316;282;13805;13805;0;1573;0
ноя;ООО Добрый Вечер;6138435459;0;0;0;0;82501;962;46112;46112;0;505;0
ноя;ООО Зеффиро;1222624689;19472;11;4;13;103895;1350;49832;49832;501;29141;0
ноя;ООО КО Экспо;8918111327;2152617;1519;351;383;194249;2315;73871;73871;916;6894;424
ноя;ООО Корекс;966725393;5408;5;2;-2;19000;204;9410;9410;52;553;0
ноя;ООО Космос;3528281911;0;0;0;0;21977;247;17796;17796;0;452;0
ноя;ООО Космос Груп;5395689035;1909073;1561;1380;3015;88530;2028;38460;38460;3068;22498;3755
ноя;ООО Крем ШОП;2020162081;0;0;0;0;23534;357;11433;11433;0;56;0
ноя;ООО Куоре;813757047;1450;3;58;328;4565;127;3127;3127;31;1190;0
ноя;ООО Сдэк Южный Урал;1740767678;1675594;1088;1407;543;60092;644;11102;11102;3266;2075;0
ноя;ООО Селлер Номер Один;243257218;0;0;0;0;1000;31;690;690;0;137;0
ноя;ООО Табер Трейд;1397715674;72394;41;225;1563;38190;448;22683;22683;304;5578;101
ноя;ООО Юмаркет;4088282537;0;0;0;0;54801;262;44400;44400;0;0;0
ноя;Омарова Патимат;514954623;0;0;0;0;5898;87;3407;3407;0;186;0
ноя;Оригинал;388178744;0;0;0;0;3888;62;2682;2682;0;721;0
ноя;Османов Магомед Абдулазизович;2674076720;0;0;0;0;24500;498;12009;12009;2;541;0
ноя;Осоо Корея Глобал;3661007983;239856;199;137;1838;45340;910;15639;15639;127;930;0
ноя;Рамазанов Рамазан Меджидович;5456107445;7361;7;9;57;67850;1075;41240;41240;79;8808;0
ноя;Рамазанова Эльзира Магомедовна;1955252506;1324;1;0;0;20400;365;12838;12838;39;3530;0
ноя;Рамзик;6235689018;0;0;0;0;48700;708;34319;33276;2;1960;0
ноя;Расул;26420573560;0;0;0;0;401079;3556;285620;285620;1;36274;0
ноя;Расулова Мадина Расуловна;1803266564;0;0;1;-1;21700;170;17599;17543;5;2990;0
ноя;Риска;51384479249;1606059;1052;404;336;876759;5017;701292;701292;8365;72888;400
ноя;СГЮ;3129104583;8500;7;0;0;31650;584;19956;19956;132;5683;0
ноя;Сабина;530408120;0;0;0;0;3900;96;2003;2003;0;82;0
ноя;Салимов Керим Адильханович;1942780326;0;0;0;0;16200;325;10284;10284;4;2375;0
ноя;Северное Сияние;6413619594;18889;16;5;5;57400;1308;33024;33024;579;9003;0
ноя;Серманизов П;1334494469;0;0;0;0;18728;121;15255;15255;0;2669;0
ноя;Сулейманов Заур Алигусейнович;1962992585;0;0;0;0;20000;407;12477;12477;15;4744;0
ноя;ТОО Koreacom;1656069554;7092;6;1;-1;17600;410;6976;6976;530;1224;300
ноя;ТОО Skin BE FLY;970209867;0;0;0;0;6532;156;4031;4031;0;550;0
ноя;ТОО Компания ЛВВ;1777799039;1724972;871;122;144;21860;368;10285;10285;203;711;300
ноя;Тагиров Тагир Закидинович;562608648;0;0;0;0;3700;42;2906;2906;0;40;0
ноя;Тамерлан;6731128532;0;0;0;0;57340;597;44398;44398;0;1375;0
ноя;Татьяна М.м.;1406364435;0;0;0;0;8300;99;6650;6650;48;103;0
ноя;УСБ;636764754;14998;10;0;0;8250;127;4765;4765;150;843;300
ноя;Устарханов Муслимбек Батырович;640747941;7180;8;0;0;4900;152;2354;2354;113;822;0
ноя;Чудо -Дом;981792218;0;0;0;0;7960;206;3814;3814;2;536;0
ноя;Шехмирзаева Аминат Ахмедовна;531408432;0;0;0;0;5270;99;3500;3500;3;1326;0
ноя;Шуанна;505404394;0;0;0;0;5598;136;1757;1757;0;217;0
ноя;Эльдар;459245588;0;0;0;0;5500;103;2619;2571;1;407;0
ноя;Юсуфова Мафирет Шихнебиевна;435817328;0;0;0;0;3400;74;2111;2111;3;514;0
янв;11St Street;185367706;0;0;0;0;1000;70;297;291;0;454;0
янв;ABC R.l.g.;263238865;0;0;0;0;3100;61;1182;1158;0;129;0
янв;AMY Group;1923304044;0;0;0;0;27000;30;25400;24888;0;9;0
янв;Adele;438569912;0;0;0;0;6459;149;1613;1580;6;622;0
янв;Ailuna;766345090;0;0;0;0;61036;261;20892;20473;2;1725;0
янв;Aiza;1812882391;2478;2;3;3;12300;233;8101;7936;3;921;0
янв;Aleum;272172178;62910;45;0;0;3500;61;1360;1332;52;99;0
янв;Alexandra;1171826920;2272;2;0;0;10400;261;4936;4834;15;1166;0
янв;Amedistore;285943850;0;0;0;0;2150;41;1253;1227;0;72;0
янв;Anis;301384558;16671;23;76;96;1450;53;678;664;2;39;353
янв;Arabiyan med;1078386503;0;0;0;0;20000;246;7596;7442;0;429;0
янв;Asian Beauty Cosmetic;3729931187;0;0;0;0;67100;833;36335;35598;59;7732;0
янв;B.m.r.oneclick;8082869154;972;1;1;-1;56040;1092;35831;35101;90;4327;0
янв;Baizak;492326292;0;0;0;0;5598;130;1949;1909;7;379;0
янв;Balausa Cosmetics;293954405;0;0;0;0;5000;72;1368;1340;3;61;0
янв;Beauty Life;886869296;0;0;0;0;7900;86;6178;6053;0;1197;0
янв;Beautyko;1110496355;328987;163;32;1;20584;328;7022;6879;49;1610;0
янв;Beautymania;4170967661;2214;2;2;-1;32033;626;19957;19551;8;3384;0
янв;Beisen;2810083915;16890;11;1;29;25400;330;18037;17669;939;2953;0
янв;Brave Beauty;732046742;0;0;0;0;4770;93;3262;3195;147;586;0
янв;Butikcosmetics;3248221911;0;0;0;0;26050;371;18986;18598;0;3472;0
янв;Clever Store;244360451;0;0;0;0;1620;24;1224;1199;150;198;0
янв;Cosmo;1023030935;3169;2;0;0;9106;122;6261;6133;2;628;0
янв;Dishop;774807300;0;0;0;0;13850;227;5809;5691;0;1685;0
янв;Eldis;1476200560;0;0;0;0;12310;240;7362;7211;3;1143;0
янв;Firmach;12358865072;89349;70;283;98;139140;1508;103095;101005;6857;21477;300
янв;Flatrent;1804472550;457998;334;165;141;21400;334;9272;9083;1181;1111;752
янв;Flickersm;222417741;0;0;0;0;2000;30;1394;1366;0;289;0
янв;G.g.g.;1697014896;0;0;2;-2;13750;170;10311;10102;16;1451;0
янв;G.t.a;1173141767;0;0;0;0;8500;64;7140;6995;1;304;0
янв;Girlish Charms;2166729147;0;0;0;0;16100;281;11035;10808;1;2046;0
янв;Gitinov Kh. I.;2092666293;1539;1;0;0;16350;289;10379;10169;154;1174;0
янв;Grossvi;1507211908;0;0;0;0;18390;237;9639;9444;0;215;0
янв;Home Market;4502503244;0;0;0;0;33750;540;21175;20744;12;739;0
янв;Hottie Cosmetics;6734159157;207775;242;2;29;37448;839;23949;23456;651;2935;1030
янв;Katrinshop;1700706098;0;0;0;0;17050;336;9818;9618;2;2717;0
янв;Keauty;2346615485;0;0;0;0;20389;40;19178;18790;0;557;0
янв;Kiwano;3985587021;0;0;0;0;42170;1034;18810;18425;28;7034;0
янв;Kontazio;280617530;0;0;0;0;3000;28;2160;2116;0;81;0
янв;Korbutik;3244249877;1170;1;0;0;26050;354;19361;18969;4;3560;0
янв;Korea;3760311398;1503;1;2;21;31430;471;20761;20340;1;1633;0
янв;Korea Love;3218496192;886;1;0;0;24650;531;13682;13402;3;1344;0
янв;Korea Mood;610016716;14234;13;197;1207;10645;163;6154;6029;1450;2590;0
янв;Korealine;431137803;0;0;0;0;7500;63;5112;5009;0;653;0
янв;Koreandream;632072632;0;0;0;0;5000;90;3429;3359;1;959;0
янв;Kukku;2067243813;2715;2;2;-1;19850;241;13073;12808;6;400;0
янв;Kuzanov Store;1708526550;0;0;0;0;7990;90;6782;6644;37;510;0
янв;Lakshme;1010097668;0;0;0;0;11900;196;7184;7039;3;1891;0
янв;Laurus 777;233944219;0;0;0;0;2000;47;1051;1029;0;232;0
янв;Life Style;7739720592;906;1;3;-2;72850;1152;43364;42481;83;4084;0
янв;Lifecosm;9735225567;73104998;44512;31089;1270;214742;2821;69290;67885;58312;12264;14320
янв;Live;8711212035;147549;123;156;52;70299;1388;39983;39167;52;4801;138
янв;Live 26;1428917378;0;0;0;0;10688;254;6088;5962;12;1507;0
янв;Lumeno;2006111892;0;0;1;-1;19250;189;14089;13804;2;490;0
янв;M.i.m Showroom;13342122320;56985;41;5;-5;139300;1652;93208;91318;250;6887;0
янв;MD Shop;5205004750;4744089;3722;2356;404;46460;985;24537;24038;8274;3827;2567
янв;Magishop;7307174564;0;0;0;0;62100;1173;35776;35042;1;3878;0
янв;Meyou Shop;4373359719;53777;46;27;144;56200;1002;20853;20429;80;952;0
янв;Miss Beauty;4451365573;3931;3;0;0;39550;474;26681;26141;3619;839;0
янв;MЮ Сервис;1744003426;0;0;0;0;24600;581;6634;6498;13;2512;0
янв;Naturbeauty;410447780;0;0;1;-1;15500;169;2321;2273;0;735;0
янв;Online Market;316035266;0;0;0;0;1539;5;1447;1418;0;8;0
янв;Original 100;947971164;0;0;0;0;6940;140;4496;4405;0;913;0
янв;Purekore;958230484;0;0;0;0;13450;48;11298;11070;0;7;0
янв;RR Cosmetics;627643110;0;0;0;0;5600;33;4636;4542;1;28;625
янв;Rano Beauty;949682342;0;0;0;0;4150;16;3903;3824;0;24;0
янв;Richi212;671356944;0;0;0;0;7200;67;5540;5428;0;870;0
янв;Sammi Shop;5144715792;0;0;0;0;52400;940;31431;30790;34;7896;0
янв;Sarto;2752605336;0;0;0;0;26360;356;18222;17851;0;3370;0
янв;Seol;1638166348;12069;8;2;3;18300;312;8564;8389;196;628;0
янв;Shogha Skin;272552086;0;0;0;0;7000;66;2368;2320;4;99;0
янв;Sofashop;544609265;0;0;0;0;6000;101;2948;2888;0;196;0
янв;Soul;2841947682;0;0;0;0;26560;45;24983;24481;0;71;0
янв;Sst-Group;2070789416;1047;1;0;0;16526;155;13219;12951;5;1189;0
янв;Sweet;1588511355;0;0;0;0;17460;214;11503;11272;0;32;0
янв;Tenderness;822563825;281873;167;367;53;11000;197;3860;3782;993;276;403
янв;The Same Package;520390224;0;0;0;0;3080;62;2110;2066;0;257;0
янв;Tokyo;286834762;0;0;0;0;2000;35;1296;1270;0;71;0
янв;Topface;4392936473;3913;3;2;16;47800;754;31140;30508;103;8802;0
янв;Umay;640309441;0;0;0;0;5516;48;4263;4177;0;4;0
янв;Umma Store;267356289;0;0;0;0;3800;57;1614;1581;0;114;0
янв;Ummfirdaus.almaty;485783929;0;0;0;0;3600;80;2150;2106;0;406;0
янв;Verovika;8144511217;8063;6;1;-1;82512;1664;32615;31949;2680;1760;0
янв;Vice;4161445296;0;0;0;0;24200;68;22760;22297;0;33;3200
янв;Wildmarket;467752558;975;1;0;0;2610;32;2192;2148;4;494;0
янв;Yerbol;1321669458;0;0;0;0;14000;309;7361;7211;60;3077;0
янв;Yolo;4525995343;1400143;1045;1647;237;65600;1212;23767;23286;1944;4276;550
янв;ZZ Group;217267729;0;0;0;0;2800;5;2634;2581;0;320;0
янв;Zdanie;2045415468;15309;12;0;0;20850;449;12084;11837;725;5056;0
янв;Zhan Cosmetics;316612112;83600;39;57;7;5200;58;2154;2110;3;4;300
янв;Zima;4907852352;2069;2;2;-1;41960;800;26686;26143;30;6473;0
янв;Абакаров Басир Мустафаевич;1083575247;0;0;0;0;9233;212;4300;4212;0;422;0
янв;Абдукеримова Амина Якубовна;1111071553;0;0;0;0;9000;167;5885;5765;2;1460;0
янв;Абдулаева Ш. М.;2670186851;2024;1;0;0;25225;160;21023;20598;0;1195;0
янв;Адамова Мария Курбановна;475040201;0;0;1;-1;86000;185;5472;5361;1;466;0
янв;Адилов Шамиль Эйвазович;4471254385;1296;1;1;-1;33420;633;19914;19510;0;1331;0
янв;Адухов Хабибула Магомедович;6155897847;1458;1;0;0;39700;542;29549;28947;2;1814;0
янв;Азадова Анджела Хисеновна;495735719;0;0;0;0;5085;88;2805;2748;0;366;0
янв;Алибеккадиева Айшат Абдулкеримовна;3192906830;1769;1;0;0;23594;284;17424;17068;2;726;0
янв;Алигаджиева;10143841721;15484;9;0;0;72410;1039;52676;51605;388;6037;300
янв;Алимирзаев Гасан Мухтарович;4214854332;5792;5;5;13;38600;663;22998;22532;119;3169;0
янв;Алимирзаева Минара Мухтаровна;5271352577;4993;4;2;-1;44650;823;28492;27911;443;6354;0
янв;Альбина;768335328;0;0;0;0;7700;127;5208;5101;0;1712;0
янв;Амиржан;896076088;0;0;0;0;13800;25;12981;12719;7;2326;0
янв;Апельсин шоп;3149572332;0;0;0;0;16600;369;10595;10378;264;724;0
янв;Асюля;263106786;0;0;0;0;1670;34;1094;1072;1;130;0
янв;Ахмедилова Эльвира Дибировна;279659910;0;0;0;0;1790;34;1172;1148;0;82;0
янв;Балашова Мадина Бейбитовна;267671580;1657;1;0;0;4000;59;1612;1579;0;113;0
янв;Бахтияров Магомед Муминович;263106158;0;0;0;0;1690;40;1009;988;1;130;0
янв;Бахтиярова Имара Курбановна;440079194;0;0;0;0;3750;73;2322;2275;366;633;0
янв;Бахтиярова Сафия Аркадьевна;263227781;0;0;0;0;1935;41;1128;1105;33;126;0
янв;Бейбарыс П;3190113947;0;0;0;0;43570;80;40983;40155;2;6900;0
янв;Бекмирзаева Мадинат Абдулгамидовна;2496637453;0;0;0;0;21300;483;11644;11406;0;2984;0
янв;Бикиев Омурбек;1059142570;0;0;2;-1;22000;266;7283;7134;1;488;0
янв;Бота;4746331777;7215;3;6;-2;120000;764;81273;79637;15;9552;0
янв;Гаджиев Умар Магомедарипович;871858002;0;0;0;0;8500;112;6119;5995;0;1268;0
янв;Гаджимурад;12456157277;0;0;0;0;113780;1081;87388;85614;1;8411;0
янв;Газиев Магомедзагид Магомедрасулович;228529040;0;0;0;0;2300;16;1912;1873;0;271;0
янв;Гасанбекова С. И;3454717582;0;0;2;-2;120000;966;22932;22468;4;826;0
янв;Гасанов Шамиль Магомаевич;5120063844;0;0;0;0;48500;828;32299;31643;360;9494;0
янв;Гасанова Аминат Ахмедовна;1659732442;0;0;0;0;17100;327;10107;9901;1;2855;0
янв;Деветов Мухтархан Рашитханович;463171828;0;0;0;0;3500;62;2410;2360;0;512;0
янв;Есболганова;5104430173;0;0;0;0;75100;1737;18051;17679;21;6900;0
янв;Заира;828537590;0;0;0;0;10500;140;6804;6666;0;1440;0
янв;Зайнулабидов Магомед Апанди Магомедович;645129580;0;0;0;0;5600;96;3762;3685;0;982;0
янв;Зульфия;198171142;0;0;0;0;2100;46;1118;1095;0;400;0
янв;ИП;1015314109;2866;2;0;0;11800;163;6538;6406;15;770;0
янв;ИП Abaevna;292552799;0;0;0;0;4590;53;2148;2105;0;62;0
янв;ИП Abc;5917736848;1046649;759;1318;3099;72020;1359;32489;31828;5753;6076;0
янв;ИП Alioris;2256071113;0;0;0;0;20430;73;18952;18566;9;2828;0
янв;ИП All For You;1017430109;0;0;0;0;11200;259;3811;3733;0;644;0
янв;ИП Arna;303176801;0;0;30;-1;2800;48;1451;1421;479;0;0
янв;ИП B Stars;539445279;20752;23;0;0;7060;148;1778;1742;2;170;0
янв;ИП BB Mania;318274909;0;0;0;0;2132;5;2005;1964;0;4;0
янв;ИП Balance;271354431;0;0;0;0;2200;44;1219;1194;0;104;0
янв;ИП Dibo;942481627;0;0;0;0;9800;159;5871;5752;10;938;0
янв;ИП Hanali;2213930385;0;0;0;0;18000;101;15298;14988;9;66;275
янв;ИП House OF Cosmetics;4356765050;2322;1;2;-2;158997;1146;43623;42743;3;1680;0
янв;ИП I Like;7036729864;1003454;717;751;709;91411;1334;37523;36761;2676;1494;781
янв;ИП Ksc;5906463243;1204981;792;1127;2048;87901;1523;32960;32290;4323;6066;348
янв;ИП Lite;2535574909;0;0;0;0;32898;352;17394;17042;0;57;296
янв;ИП Lotos;1923031691;15658;10;0;0;14768;115;12153;11907;253;764;0
янв;ИП Loveskin;1508750459;3262;2;0;0;11800;91;9518;9325;7;205;0
янв;ИП Matakana;809633497;0;0;13;-1;8800;181;3344;3276;1;263;0
янв;ИП Muratovna;648372078;0;0;0;0;7700;148;3851;3773;1;969;0
янв;ИП NS;480531012;0;0;0;0;2390;63;1624;1590;0;434;0
янв;ИП Orda Doors;211595464;0;0;0;0;2070;51;1013;992;0;343;0
янв;ИП Premium Store;242123467;0;0;0;0;1211;28;871;853;0;209;0
янв;ИП Rose;878103488;0;0;0;0;10000;140;7200;7054;1;2535;0
янв;ИП Royal Mart;278168697;0;0;0;0;6000;73;1580;1548;0;82;0
янв;ИП Sunmoon;1269794639;0;0;0;0;21500;255;7647;7492;1;25;0
янв;ИП Tumar;319654725;0;0;0;0;1700;10;1519;1488;0;2;320
янв;ИП Xdm;274694936;0;0;0;0;1400;5;1317;1290;0;89;0
янв;ИП Yergeshpayev;7757581685;219713;121;139;145;74422;845;51947;50893;11860;5346;238
